transcript_id,S1.c2,S10.c2,S11.c2,S12.c2,S2.c2,S3.c2,S4.c2,S5.c2,S6.c2,S7.c2,S8.c2,S9.c2
NM_011497,53,79,64,40,40,15,56,240,464,287,352,56
NM_011490,67,0,0,0,204,0,72,0,281,0,68,0
NM_080575,131,190,107,95,88,51,109,116,108,52,134,100
NM_015730,2,4,0,3,4,0,0,7,7,7,0,4
NM_001112703,685,636,1712,1202,2196,0,2451,1461,3576,218,2981,3282
NM_029972,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011872,25,26,24,30,33,13,25,13,21,13,23,21
NM_026721,1730,1744,1532,1129,1785,743,1506,1722,1437,926,2116,1455
NM_027635,0,0,0,0,0,0,0,0,0,0,0,0
NR_029838,0,0,0,0,0,0,0,0,0,0,0,0
NM_177217,0,0,0,0,0,0,28,0,0,0,0,0
NM_177214,4919,5807,4848,3733,3892,2126,4318,4591,5232,3740,8004,5762
NM_001291111,0,1,0,1,1,1,0,0,67,185,1,0
NM_008708,587,307,7,9,336,0,263,362,432,214,499,278
NM_029960,0,0,0,0,0,0,0,0,0,0,0,0
NM_029963,626,813,652,493,543,266,538,643,808,515,1141,716
NM_029617,4,0,0,3,4,0,7,126,286,120,169,4
NM_029615,24,6,2,1,6,0,21,29,6,0,12,4
NM_001173506,1549,1689,1656,1481,1639,774,1752,2091,2728,1455,3061,1753
NM_029619,502,616,500,418,503,179,445,326,272,224,430,533
NM_152824,1233,1369,1206,926,1053,488,1106,1277,1573,914,2274,1372
NM_001291105,174,279,242,207,166,73,200,119,373,129,213,257
NM_027129,0,0,0,0,0,0,0,0,0,0,0,0
NM_019392,459,447,470,378,507,216,544,579,743,409,840,455
NM_021420,1081,1120,1004,827,941,441,887,1021,1242,833,1753,1164
NM_001177404_3,0,0,0,0,0,0,0,0,0,0,0,0
NR_029904,0,0,0,0,0,0,0,0,0,0,0,0
NM_008420,2579,2351,1852,1393,2357,906,2087,1348,1352,1094,2155,2348
NM_001172117,0,0,0,0,0,0,0,0,0,0,19,0
NM_144804,20,26,20,0,8,5,15,9,17,17,14,13
NM_001177404_1,0,0,0,0,0,0,0,0,0,0,0,0
NM_153410,2480,2582,2207,1998,1955,927,2274,1343,1472,1291,2556,2788
NM_181547,476,501,463,280,340,169,355,307,263,278,558,456
NM_021359,0,0,0,0,0,0,0,0,0,0,0,0
NM_001287817,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142410,0,0,0,0,0,0,0,4,0,0,0,0
NM_021606,751,721,659,503,655,292,725,1698,1869,1276,3117,666
NM_153418,0,0,0,0,0,0,0,0,0,0,0,0
NM_177074,0,0,0,0,0,0,0,0,0,0,0,0
NM_013890,1451,1414,1477,814,1160,533,0,846,1196,882,427,303
NM_008679,3361,3707,3083,2655,2771,1467,2985,2527,2559,1995,4740,3491
NM_030234,81,140,92,56,82,49,91,162,195,124,224,109
NM_001001602,3704,2847,1760,2323,1240,1486,1866,2401,2480,2902,4180,3323
NM_010054,0,0,0,0,0,0,0,0,0,0,0,0
NM_013899,137,150,153,132,116,52,114,203,240,153,339,157
NM_001033166,258,250,221,172,187,109,167,522,921,412,641,291
NM_001205057,177,290,175,142,191,74,201,241,235,223,422,209
NM_028961,0,10,0,0,4,0,15,0,2,0,2,0
NM_001146087,0,0,0,0,0,0,0,0,0,0,0,0
NM_001146084,122,112,124,94,117,62,126,122,158,126,197,88
NM_001285428,0,0,0,0,0,0,0,0,3,0,0,0
NM_001289748,0,0,0,0,0,0,0,0,0,0,0,0
NM_001289744,0,0,0,0,0,0,0,0,0,33,39,0
NM_001289747,0,0,0,0,0,0,0,0,0,0,0,0
NM_001289743,0,0,0,0,0,0,0,0,0,0,0,0
NM_001289742,14,0,11,0,13,0,4,0,0,5,4,12
NM_201396,0,0,0,0,0,0,0,0,0,0,0,0
NM_021519,2059,2356,2056,1583,1882,781,1718,2437,3302,1856,3802,2106
NM_025853,45,56,31,25,56,13,51,168,280,136,212,46
NM_201395,0,0,0,0,0,0,0,0,0,0,0,0
NM_029763,567,778,561,423,513,259,464,542,607,423,798,619
NM_025854,944,1001,923,695,739,378,668,707,775,574,1191,1052
NM_029761,14,38,24,21,20,8,5,96,153,77,141,22
NM_021512,977,1188,977,621,835,435,949,1001,1228,861,1587,1070
NM_021515,2,0,234,0,2,73,217,262,398,190,477,112
NM_029148,1447,1804,1648,1077,1469,828,1356,1228,1345,946,1860,1846
NR_046275,0,0,0,6,0,0,0,0,0,0,4,0
NM_001286502,0,0,0,0,0,0,0,0,0,0,0,0
NM_007494,26,24,8,31,22,18,128,24,33,66,30,89
NR_028273,1,0,0,1,1,1,2,1,2,1,3,1
NM_153560,1407,1537,1412,1112,1342,630,1323,1429,1649,1261,2372,1495
NM_001276359,1350,1428,1328,1070,1303,604,1380,1229,1455,941,2109,1420
NM_025296,1110,1296,1166,941,951,484,932,1046,1199,825,1491,1348
NM_021280,2382,2531,2241,1853,1839,965,2096,1903,2073,1518,3203,2562
NM_145380,1571,2057,1754,1261,1678,848,1689,2079,2287,1597,3355,1905
NM_028810,3250,4451,3440,2505,2837,1600,3361,3232,3109,2804,5378,3742
NM_001199308,0,0,0,0,0,0,0,0,0,0,0,0
NM_019828,653,474,806,258,511,0,269,371,521,499,615,496
NM_001289521,3387,630,4101,3117,2273,232,666,3031,4225,2880,2454,430
NM_019826,3841,4441,3280,2511,2717,1518,2231,2719,2436,1671,3762,4130
NM_019825,1972,2162,1814,1474,1851,902,2204,1805,2060,1606,3352,2167
NM_019822,1828,1946,1640,1534,1611,690,1530,2031,2191,1548,3472,1798
NM_198656,0,0,0,0,0,0,0,0,0,0,0,0
NM_016739,3131,2559,3055,2365,2493,1238,2881,1747,2520,3127,5187,2997
NM_007540,0,0,0,0,0,0,0,0,0,0,0,0
NM_007547,438,491,591,445,1014,955,867,1693,382,1032,468,1237
NM_183424,0,0,0,0,0,0,0,0,0,0,0,0
NM_175126,242,243,212,179,189,87,189,222,258,166,410,231
NR_024323,2,18,7,7,2,1,4,5,6,15,12,1
NR_024257,0,3,0,0,0,0,0,0,0,0,0,0
NM_148933,0,5,0,0,0,0,0,130,313,92,131,3
NR_029452,187,221,213,151,155,102,176,172,201,118,235,224
NM_011969,1323,1911,1572,1149,1306,639,1323,1910,2377,1782,3499,1519
NM_001242379,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242378,0,0,0,0,0,0,0,0,0,0,0,0
NM_175514,124,184,194,219,165,114,200,163,195,101,117,233
NM_175512,58,54,37,41,44,24,37,39,38,18,34,47
NM_028387,66,61,66,43,76,28,77,53,76,40,89,64
NM_175511,2,2,0,0,2,4,4,7,7,0,11,4
NM_017390,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290751,210,476,0,0,375,0,276,262,0,0,388,0
NM_001164597,2196,2320,1870,1972,1961,842,1959,1670,1897,1450,3350,2190
NM_198033,1327,1774,1413,1129,1359,662,1458,1475,1804,1238,2519,1587
NM_009508,0,0,0,0,0,0,0,0,0,0,0,0
NM_009500,1590,1544,1364,1037,1052,600,1194,1458,1524,1250,2928,1592
NM_010434,3419,1875,1718,2173,3903,1391,1685,3035,3118,2387,2064,3067
NM_138942,6,0,5,0,0,0,0,3,0,5,7,0
NM_024254,366,447,343,323,415,186,439,388,424,365,568,406
NM_001039151,2286,3196,2800,1785,2128,932,1461,3045,6719,4178,5753,2805
NM_001039150,0,0,0,0,0,0,0,0,0,0,0,0
NM_001164369,0,0,0,0,0,0,0,0,0,0,0,0
NM_001285420,0,0,0,0,0,0,0,0,0,0,0,0
NM_001285421,0,0,0,0,0,0,0,0,0,0,0,0
NM_001285422,5,9,4,1,2,3,2,11,32,5,8,9
NM_177845,0,0,0,0,0,0,0,0,0,0,0,0
NM_177843,0,0,0,0,0,0,0,0,0,0,0,0
NM_001285426,0,4,0,0,0,0,6,7,0,0,7,8
NM_001285427,91,120,95,61,119,49,79,104,89,99,207,86
NM_025675,432,516,388,284,390,176,412,499,437,371,670,411
NM_025676,0,0,0,0,0,0,0,0,0,0,0,0
NM_025482,60,212,143,109,127,59,394,89,116,172,202,149
NM_023850,499,688,530,436,370,209,353,460,416,198,483,803
NM_198724,172,145,125,84,61,62,50,64,76,80,250,240
NM_198725,0,0,0,0,0,0,0,104,0,0,89,0
NM_023854,2223,2411,1487,1787,1749,950,1389,1747,1539,1287,2277,2425
NM_001085501,263,255,182,158,171,85,155,186,243,101,329,278
NM_001100416,0,0,0,0,0,0,0,0,0,0,0,0
NM_001243712,487,610,581,670,295,251,346,463,416,10,864,583
NM_175683,19,31,56,41,75,31,18,43,67,92,0,19
NM_001085507,528,510,452,180,468,213,476,483,517,369,844,174
NM_001166665,223,165,0,165,116,0,11,156,163,197,395,9
NM_001166666,177,202,361,0,0,0,32,0,209,145,344,12
NM_001166667,109,239,195,211,174,0,0,224,199,164,186,17
NM_001166668,0,0,0,0,0,0,0,0,0,0,0,0
NM_024497,3,137,92,3,95,2,0,97,53,155,105,0
NM_013555,0,4,0,0,0,0,0,0,0,0,0,0
NM_001114637,138,169,114,105,101,6,41,120,184,109,236,151
NM_001097977,0,0,0,0,0,0,0,0,0,0,0,0
NM_025709,1960,2145,1971,1606,1686,902,1839,1972,2088,1315,3292,2178
NM_180956,139,231,199,206,54,103,1,164,145,37,326,222
NM_011701,50707,61682,52393,42060,49600,24279,50135,66271,80273,53089,100824,57858
NM_001039557,0,0,0,0,0,0,0,0,0,0,0,0
NM_172420,0,0,0,0,0,0,0,0,0,0,0,0
NR_030474,0,0,0,0,0,0,0,0,0,0,0,0
NR_030475,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290572,0,0,0,0,0,0,0,0,0,0,0,2
NM_028666,7,4,6,3,5,1,2,0,4,3,4,0
NR_030470,0,0,0,0,0,0,0,0,0,0,0,0
NR_030471,0,0,0,0,0,0,0,0,0,0,0,0
NR_030472,0,0,0,0,0,0,0,0,0,0,0,0
NM_001160414,0,0,0,0,0,0,0,0,0,0,0,0
NM_001081289,174,196,154,95,102,61,141,158,175,125,243,206
NM_001045523,812,832,780,736,726,354,730,830,964,545,1358,897
NR_073420,588,823,637,506,557,224,527,337,265,294,592,852
NM_001190179,0,0,1,0,0,0,0,214,0,0,1,0
NM_010980,0,0,0,0,0,0,0,0,0,0,0,0
NM_212433,1857,2212,1689,1158,1448,789,1591,1435,1640,1274,2071,2010
NM_001098425,2053,1366,1170,912,860,736,1656,1158,1176,1344,2532,1424
NM_001160293,72,0,0,0,25,0,0,0,0,0,0,286
NM_001290407,0,0,0,0,0,0,0,0,0,0,6,0
NM_027283,0,0,0,0,0,0,0,0,0,0,0,0
NM_012046,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290376,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177367,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177366,0,0,0,0,0,0,0,0,0,0,0,0
NM_019769,3938,4757,4104,3028,3535,1869,3797,3741,3825,2984,6261,4571
NM_010283,78,51,182,94,200,121,51,220,358,161,254,178
NM_027352,4284,4699,3837,3072,3359,1391,3827,4803,5131,3449,7261,4431
NM_009278,52,101,29,3,16,1,17,76,55,1,203,139
NM_019761,206,266,212,197,189,100,191,275,369,182,459,263
NM_009273,1665,2115,1586,1271,1553,697,1441,1708,1740,1177,2427,1781
NM_009271,116,1,1,0,2,0,1,318,1,142,178,1
NM_013771,2532,2982,2518,1641,2396,1199,2339,2875,3230,2166,4127,2583
NM_001177568,3842,5837,3616,2992,3351,1399,2671,2267,1820,2237,5310,4065
NM_001271001,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271002,7,0,0,0,0,0,0,0,0,0,0,0
NR_073086,0,0,0,0,0,0,0,0,0,0,0,0
NM_011040,0,0,0,0,0,0,0,0,0,0,0,0
NM_001277256,116,78,82,129,108,39,50,56,103,31,270,64
NM_001109687,9,0,1125,0,931,0,1074,0,247,0,309,0
NM_001109686,0,0,0,12,0,297,0,19,394,24,0,0
NR_033595,1056,1428,1377,834,1041,436,1027,1424,1868,867,2253,1253
NM_028799,2,0,0,0,3,0,0,0,0,0,0,0
NM_022435,0,6,0,4,0,0,3,7,26,5,3,0
NR_045331,0,0,0,0,0,0,0,0,0,0,0,0
NR_108098,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291028,158,156,126,0,0,0,0,0,99,0,157,0
NM_001291021,647,106,437,636,123,77,169,151,1016,163,907,113
NM_001291020,811,172,467,446,195,124,252,242,690,208,1150,202
NM_001291022,0,0,0,0,0,0,0,0,0,0,0,0
NM_008906,2283,2662,2487,2057,2279,972,1947,2118,2567,2014,3736,2662
NM_001291027,1,1,138,0,293,155,0,222,1,190,138,0
NM_021566,2052,862,1597,1395,1511,786,1677,1742,2360,1433,3168,1870
NM_019498,326,444,6,3,3,88,513,2,403,100,192,634
NM_029815,7,6,5,12,4,0,4,5,3,6,3,8
NM_178795,1233,1408,1245,986,1114,489,1043,818,725,550,1444,1382
NM_027759,0,0,0,0,0,0,0,0,0,0,5,0
NR_045340,0,0,0,0,0,0,0,0,0,0,0,0
NM_007932,2833,3318,3164,2048,2708,1311,2256,3355,1285,970,4264,1784
NM_001290993,7,167,531,7,4,0,158,280,193,22,1354,744
NM_007931,236,267,266,219,193,101,165,190,163,141,303,298
NM_001011860,0,0,0,0,0,0,0,0,0,0,0,0
NM_001009978,0,13,330,11,0,0,3,11,0,0,21,352
NM_001009979,32,136,19,73,54,23,118,74,35,51,110,37
NR_049195,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011868,0,0,0,0,0,0,0,0,0,0,0,0
NM_026086,103,163,120,106,128,61,96,138,198,123,187,156
NR_045164,279,311,267,297,263,103,207,171,169,120,375,275
NM_001159662,64,58,57,41,25,28,14,65,32,22,12,101
NM_001278787,0,0,0,0,0,0,0,0,0,0,0,0
NM_022724,52,72,45,37,52,26,6,24,72,59,0,54
NR_073369,800,659,567,695,502,525,391,803,923,774,1644,852
NM_015736,0,0,0,0,0,0,0,0,0,0,0,0
NM_015734,36895,29099,29487,26414,34012,16876,40867,49393,67250,35147,68743,32397
NM_001037247,0,0,0,0,0,0,0,0,0,0,0,0
NM_015731,1413,730,939,1221,1383,632,1426,856,788,805,1108,1613
NM_009641,170,186,174,147,221,115,197,114,121,73,137,212
NM_001291115,0,2,1,0,1,0,0,0,0,0,0,1
NM_001291114,3279,2979,2497,2526,1989,1186,2738,2402,3318,2544,4986,3247
NM_029607,142,98,70,103,75,48,127,200,65,77,198,176
NM_001001178,5,4,0,0,4,0,5,3,5,0,0,6
NM_009086,522,565,513,429,476,211,492,567,653,432,1004,557
NM_029608,9,5,10,11,8,7,13,0,5,9,18,13
NR_110980,0,0,0,0,0,0,0,0,0,0,0,0
NM_173761,1830,1942,1693,1412,1588,844,1665,1743,1940,1283,2632,1880
NM_027133,536,1006,581,516,652,197,539,509,571,394,873,607
NM_021363,0,0,0,0,0,0,0,0,0,0,0,0
NM_153405,604,615,524,468,441,195,436,604,688,411,844,569
NM_013719,738,917,670,629,627,259,644,648,813,568,1373,780
NM_197945,727,715,537,658,431,238,687,312,489,187,650,934
NM_021368,0,0,0,0,0,0,0,0,0,0,0,0
NM_153409,0,5,3,4,3,3,3,0,0,4,0,5
NM_026661,653,809,667,512,594,268,502,663,787,492,818,756
NM_028950,153,240,0,0,116,0,155,0,0,117,0,185
NM_019949,1352,1823,1477,1036,1389,681,1373,2292,2715,1958,3983,1690
NR_038350,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080811,0,0,0,0,0,0,0,0,0,0,0,0
NM_173368,2700,3211,2497,2184,2073,1066,2498,2166,2146,1877,3843,2905
NM_001289738,0,0,0,0,0,0,0,0,0,0,0,0
NM_001289739,1,0,0,1,1,0,0,0,0,0,0,1
NM_001034900,4,0,0,0,5,0,0,0,0,2,5,0
NM_001290370,299,551,0,0,532,66,112,0,0,0,949,264
NM_029773,133,137,188,105,83,0,200,239,149,156,231,106
NM_029774,25,21,29,11,10,7,5,18,28,19,38,21
NM_001290374,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290375,0,0,0,0,0,0,0,0,0,98,0,0
NM_011045,1473,2113,1634,1182,1334,702,1504,2313,3274,1783,3291,1681
NM_001141976,0,0,4,0,0,0,0,88,224,75,202,0
NM_001141975,0,0,0,0,0,9,0,97,250,54,120,0
NM_178371,0,0,0,0,0,0,0,216,304,198,223,0
NM_026248,0,0,0,0,0,0,0,0,0,0,0,0
NM_001141971,41,0,0,0,0,1,1,1,0,0,91,4
NM_001198791,1471,1892,1277,1075,1462,434,1116,1402,1693,1264,2264,1425
NM_001198790,0,0,0,1,1,0,0,0,0,0,0,0
NM_206823,0,0,0,0,0,0,0,0,0,0,0,0
NM_001198792,231,256,269,215,162,178,282,644,788,331,553,436
NM_001037502,0,0,0,0,0,0,0,0,0,0,0,0
NM_001141978,0,0,45,0,0,0,0,118,536,316,127,0
NM_001165980,434,464,413,362,389,139,296,331,485,347,668,527
NM_001165981,0,46,0,0,0,18,49,81,0,0,68,0
NM_001165982,18,3,3,20,7,4,16,7,31,3,21,7
NM_001165989,1882,2203,1859,1378,1663,791,1828,1568,2749,1794,3274,1530
NM_001272040,0,0,0,0,0,0,0,0,0,0,0,0
NM_025280,294,419,290,283,324,104,279,270,289,195,469,295
NM_001131021,0,0,0,0,0,0,0,0,0,0,0,3
NM_019833,168,299,262,223,215,88,210,132,183,84,168,285
NM_198628,0,0,0,0,0,0,0,0,0,0,0,0
NM_198627,0,0,0,0,0,0,0,0,0,0,0,0
NM_138750,0,0,0,0,0,0,0,0,0,0,0,0
NM_138755,235,283,653,164,116,103,153,68,133,125,542,206
NM_199240,330,0,166,131,150,150,210,216,235,0,146,182
NM_199241,0,257,172,183,125,0,179,0,147,145,0,179
NM_007557,409,472,412,351,356,211,306,288,215,132,331,584
NM_001164564,0,0,0,0,0,0,0,0,27,0,0,0
NM_007552,753,987,717,527,692,360,653,813,916,731,1236,789
NM_009461,2102,2703,2107,1563,1833,957,2031,1807,1920,1528,3094,2510
NM_001128103,3,16,9,7,9,4,9,4,10,5,9,29
NM_001083618,0,0,0,0,0,0,0,0,2,0,0,0
NM_001159683,0,118,0,0,0,0,17,0,93,867,236,66
NM_001113399,0,0,0,2,20,0,7,0,0,0,0,0
NM_027054,0,0,0,0,0,0,0,0,0,0,0,0
NM_011957,5376,4469,3870,2887,4529,1802,4528,5706,6229,3345,10429,4367
NM_011958,399,677,376,301,598,294,530,629,464,480,352,560
NM_027975,3,4,0,0,7,0,4,57,185,72,81,6
NM_020014,10,49,36,5,32,20,18,24,34,13,37,60
NR_028423,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290743,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290740,73,179,135,103,76,45,89,109,98,239,355,151
NM_001290745,0,0,0,0,1158,0,0,0,4,0,0,4
NM_008114,0,0,0,0,0,0,0,0,0,0,0,0
NM_030000,0,4,0,0,435,0,0,0,833,0,4,0
NM_207566,0,0,0,0,0,0,0,0,0,0,0,0
NM_207565,0,0,0,0,0,0,0,0,0,0,0,0
NM_207563,0,0,0,0,0,0,0,0,0,0,0,0
NM_207562,0,0,0,0,0,0,0,0,0,0,0,0
NM_207561,0,0,0,0,0,0,0,0,0,0,0,0
NM_028733,85,106,3,2,5,2,1,4,7,169,10,7
NM_207568,0,0,0,0,0,0,0,0,0,0,0,0
NM_029397,449,540,447,302,460,155,605,334,272,414,446,559
NM_019787,0,945,726,1007,341,579,437,762,873,366,1088,961
NM_001001982,840,1001,786,802,635,319,608,552,619,554,1213,949
NM_001001986,776,754,603,517,652,282,10,656,533,356,878,756
NM_001085407,1034,889,687,846,722,321,914,462,687,491,839,666
NM_001085408,972,1320,586,683,722,474,725,488,529,631,1022,694
NM_001160330,157,119,103,117,119,62,106,107,141,85,225,152
NM_139151,27,21,13,19,24,7,18,8,14,12,37,22
NM_010808,0,0,0,0,0,0,0,3,0,2,3,0
NM_011824,0,36,76,27,2,0,0,818,1845,370,436,22
NM_010554,4,4,3,0,0,3,0,3,0,0,3,3
NM_172545,1491,1366,220,195,239,343,177,253,708,254,1757,996
NM_183023,0,0,4,0,0,0,0,0,0,0,0,0
NM_010804,0,0,0,0,0,0,0,0,0,0,0,0
NM_175238,1018,1234,956,814,900,558,1081,1041,1107,838,1631,1079
NM_133924,818,827,705,787,697,396,697,585,571,361,889,916
NM_001033960,8,8,48,10,8,73,9,48,4,52,158,51
NM_147018,0,0,0,0,0,0,0,0,0,0,0,0
NM_001136556,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271745,52,0,0,0,0,0,0,0,4,0,0,0
NM_001081033,0,0,0,0,0,0,0,2,0,0,0,0
NM_001291003,0,0,0,0,0,0,0,0,0,0,0,0
NM_146459,0,0,0,0,0,0,0,0,0,0,0,0
NM_146458,0,0,0,0,0,0,0,0,0,0,0,0
NM_001081349,474,367,333,466,454,226,401,385,478,127,612,695
NM_146455,0,0,0,0,0,0,0,0,0,0,0,0
NM_146454,0,0,0,0,0,0,0,0,0,0,0,0
NM_007553,195,326,256,304,220,133,219,146,147,88,227,363
NM_146450,0,0,0,0,0,0,0,0,0,0,0,0
NM_147010,0,0,0,0,0,0,0,0,0,0,0,0
NM_175303,0,0,0,0,0,0,0,0,0,0,0,0
NM_175300,3750,3982,3667,3023,3364,1476,3449,3448,3813,2424,5402,3933
NM_146297,0,0,0,0,0,0,0,0,0,0,0,0
NM_146294,0,0,0,0,0,0,0,0,0,0,0,0
NM_172436,1111,1439,1194,926,946,511,1061,1017,1165,778,1519,1380
NM_180960,0,38,18,51,0,0,0,38,40,0,50,35
NM_001290563,0,0,0,0,0,0,0,0,0,0,0,0
NM_009885,0,8,6,6,0,0,2,4,0,0,5,0
NM_001290567,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290566,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290564,12,5,10,10,9,7,6,7,7,4,22,10
NM_026220,3205,3695,3377,2363,2576,1324,2619,2387,2661,1796,3825,3520
NM_001077193,268,98,196,0,68,54,183,120,175,96,105,104
NM_001102437,381,333,642,268,386,331,127,206,373,273,380,636
NM_001077190,774,1243,676,443,420,229,758,633,577,499,1382,636
NM_139302,971,977,917,767,838,378,860,761,748,494,1103,996
NM_008845,421,583,552,469,495,264,529,427,533,321,712,568
NM_001047604,474,803,535,352,639,213,524,468,553,579,628,915
NM_009867,197,269,257,180,249,141,201,132,130,124,257,263
NM_001291433,101,106,44,107,122,35,121,89,69,140,179,102
NM_001011785,0,0,0,0,0,0,0,0,0,0,0,0
NM_175015,2115,2691,2143,1639,2244,1019,2137,3189,3586,2361,4438,2357
NR_040256,0,0,0,0,0,0,0,0,0,0,0,0
NR_038065,0,2,2,0,0,0,0,2,0,2,3,0
NM_001290419,199,286,0,291,0,0,234,0,0,0,316,0
NM_001290413,239,175,7,254,156,113,208,230,214,157,446,147
NR_073183,0,0,0,0,0,0,0,0,0,0,0,0
NM_001001182,2321,2637,2200,1781,1967,935,2069,1719,1696,1445,3133,2624
NM_001077684,47,78,51,52,41,17,45,50,51,17,69,57
NM_013513,0,0,0,0,0,0,0,0,0,0,0,0
NM_175445,720,1124,1185,1108,1023,547,1161,885,1053,666,1324,1285
NM_001271962,0,0,0,0,0,0,0,0,0,0,0,1
NM_001271963,0,129,0,131,0,0,88,78,0,0,85,195
NM_031843,1193,1594,1581,1319,1227,573,1147,935,1072,676,1400,1668
NM_001048139,0,0,0,0,0,0,0,0,0,0,0,0
NR_040621,0,0,0,0,0,0,0,0,0,0,0,0
NM_009261,206,263,201,163,215,107,216,176,216,135,290,260
NM_001206368,656,0,0,0,0,10699,0,0,2691,0,374,0
NM_001206369,108,174,159,373,73,711,237,21,104,110,78,148
NM_001206367,26970,40065,37847,33188,28515,16203,32011,18756,24447,16090,36489,38197
NR_028528,7,10,6,6,5,1,5,3,2,6,13,8
NM_001271564,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271565,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271563,0,0,0,0,0,0,0,0,0,0,0,0
NM_007896,3204,4162,3189,2429,3292,1577,3576,3953,4486,3141,6074,3535
NM_001190297,886,927,755,552,659,386,671,431,457,466,779,896
NM_001098799,3,4,9,0,11,0,7,5,4,10,11,8
NM_027434,470,361,344,259,277,225,334,632,432,155,484,462
NR_040332,0,2,0,0,3,0,0,0,0,0,0,0
NM_001177730,2329,2726,1977,1599,1824,657,312,228,1556,1291,134,143
NM_033134,1002,1287,1051,470,985,384,689,769,885,656,1449,1169
NM_001048229,16,119,168,132,108,29,160,69,84,132,136,109
NM_001048228,3,197,140,133,176,54,146,171,196,115,396,271
NM_001048227,33,0,0,0,0,0,0,0,0,0,0,0
NM_001271585,0,0,0,0,5,0,0,0,1,1,26,0
NM_016661,1434,1685,1455,1071,1085,508,1156,1824,2517,1462,2603,1611
NM_001114541,504,12,531,270,449,0,351,349,385,268,657,6
NM_001109761,0,0,0,0,0,0,0,0,0,0,0,0
NM_007903,472,490,348,230,402,214,385,157,104,95,141,406
NM_001025246,300,376,319,254,221,110,200,428,537,287,749,342
NM_001011802,0,0,0,0,0,0,0,0,0,0,0,0
NM_007906,6,11,18,29,3,0,7,6,8,0,0,21
NM_010125,0,9,0,0,0,0,5,0,0,0,0,0
NM_027728,12,24,6,10,6,3,17,15,7,6,24,25
NM_001290987,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290986,0,0,0,0,0,0,0,0,0,0,0,0
NM_013613,7149,8867,5032,3492,5797,2748,6586,5375,4498,3595,7492,5024
NM_001290744,0,0,0,0,0,0,0,0,0,0,0,0
NM_001276257,0,0,0,0,0,0,0,0,0,0,0,0
NM_013615,10,17,13,6,4,5,19,21,27,9,27,12
NM_207567,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099297,7,7,14,30,9,0,15,0,3,4,0,27
NR_027290,0,4,0,0,0,0,0,0,2,2,0,2
NM_211358,286,352,416,295,427,168,337,464,520,377,655,428
NM_001099298,612,582,539,403,460,207,541,375,413,283,565,663
NM_026091,211,240,193,186,211,85,205,254,364,226,430,212
NM_019446,0,0,0,0,0,0,0,2,0,0,0,0
NM_001177648,263,126,339,355,33,52,399,146,234,44,715,202
NM_001177649,879,877,1254,673,840,385,827,754,446,642,971,1222
NR_030431,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177646,593,2614,441,338,2053,203,2397,1197,495,792,619,1811
NM_001177647,575,290,1103,468,127,82,330,179,1223,171,3283,458
NM_001033768,156,163,132,120,146,60,154,172,215,142,271,171
NM_001037279,28,59,46,30,39,18,35,88,167,66,81,18
NM_001291160,99,231,204,4,79,1,101,193,410,34,380,91
NM_001291162,1,0,2,0,2,0,2,1,1,1,1,1
NM_009076,8148,12324,10472,8439,8625,4148,9156,13269,16971,10315,20664,11048
NM_001291168,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291169,0,3,0,0,8,0,0,3,0,0,0,0
NM_026412,29,51,46,30,28,15,48,412,671,319,593,40
NM_026415,0,0,0,0,0,0,0,0,0,0,0,0
NM_152800,895,762,775,730,939,419,748,894,1220,660,1529,954
NM_001033369,0,0,0,0,0,0,0,0,0,0,0,0
NM_001018042,1186,1584,1800,1261,1023,698,1390,1575,1300,760,1608,2048
NM_206903,0,0,0,0,0,0,0,0,0,0,0,0
NM_001076554,2,4,2,5,2,1,5,4,3,2,239,3
NM_010230,0,0,0,19,0,0,0,0,0,0,0,30
NM_010236,867,813,646,680,768,308,756,712,765,577,1415,704
NM_019788,521,645,547,424,444,193,441,561,709,456,917,631
NM_026896,413,532,456,353,381,183,382,397,517,343,751,517
NM_001164357,789,744,663,484,781,201,809,1081,939,803,1139,313
NM_026678,263,407,355,277,265,132,278,357,407,269,564,373
